Ticker,Ticker,Name,Sector,Industry,Location,Exchange,DataType,Beta,P/E,Price,Market cap,52_High,52_low,Last Cash Flow
JLL,JLL,JONES LANG LASALLE INC,Real Estate,Real Estate Operations,United States,New York Stock Exchange Inc.,,1.2911,14.8757,154.45,7377291893,191.79,123,-6
RGLD,RGLD,ROYAL GOLD INC,Materials,Metals & Mining,United States,NASDAQ,,0.6254,30.9013,112.77,7406547529,147.82,84.54,-505
ALLY,ALLY,ALLY FINANCIAL INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.3125,6.636,26.94,8104106964,37.88,21.585,2715
PCTY,PCTY,PAYLOCITY HOLDING CORP,Industrials,Software & IT Services,United States,NASDAQ,,1.0741,85.3844,178.645,9970983138,276.88,160,102
DBX,DBX,DROPBOX INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,0.8626,17.4847,26.635,9313391199,26.77,18.7107,762
GPK,GPK,GRAPHIC PACKAGING HOLDING,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.9744,11.9516,23.565,7237756456,27.56,19.46,1090
MKSI,MKSI,MKS INSTRUMENTS INC,Information Technology,"Machinery, Equipment & Components",United States,NASDAQ,,1.5479,42.0388,106.285,7096372046,123.93,64.77,365
EWBC,EWBC,EAST WEST BANCORP INC,Financials,Banking Services,United States,NASDAQ,,1.3953,6.0421,52.31,7399783062,80.98,33.86,2066
OHI,OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9609,26.8105,30.3784,7119281326,33.71,25.61,626
GLOB,GLOB,GLOBANT SA,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.3763,51.7583,175.59,7451112484,240,135.405,102
VRT,VRT,VERTIV HOLDINGS CLASS A,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4526,74.8421,24.17,9178226371,24.3292,7.76,-253
ACHC,ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,Healthcare Providers & Services,United States,NASDAQ,,1.3197,26.0661,80.01,7363693946,89.85,66.87,84
PRI,PRI,PRIMERICA INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.1865,17.5535,198.43,7188366850,199.105,115.0301,732
CTLT,CTLT,CATALENT INC,Health Care,Pharmaceuticals,United States,New York Stock Exchange Inc.,,1.1895,347.6125,41.92,7556989664,115.335,31.45,-221
GXO,GXO,GXO LOGISTICS INC,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,1.835,39.4402,62.605,7445462398,62.97,32.1,200
WMS,WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.3877,18.6123,114.16,9055020508,153.36,75.02,541
WRK,WRK,WESTROCK,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,1.1934,9.0645,28.52,7304833304,43.37,26.84,1158
AXTA,AXTA,AXALTA COATING SYSTEMS LTD,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.4459,34.0725,32.795,7265164896,32.96,20.66,143
TREX,TREX,TREX INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.5289,46.472,65.415,7117380952,66.6522,38.68,218
OGE,OGE,OGE ENERGY CORP,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.6998,16.7897,35.615,7133235751,42.91,33.28,188
MTZ,MTZ,MASTEC INC,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.374,200.3321,116.0875,9154566219,116.72,62.3561,352
VOYA,VOYA,VOYA FINANCIAL INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.155,14.6256,71.295,7006180325,78.11,56.2,1352
FTI,FTI,TECHNIPFMC PLC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,1.8068,0,16.36,7223970680,16.38,5.475,194
HR,HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.761,64.4524,18.7794,7151512891,26.95,17.67,273
LSTR,LSTR,LANDSTAR SYSTEM INC,Industrials,Freight & Logistics Services,United States,NASDAQ,,0.8992,18.1729,192.435,6914788022,194.36,135.8514,597
SKX,SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,1.3023,19.1851,50.17,7763019831,54.77,31.28,-121
FR,FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.9864,17.9588,52.25,6842261000,55.88,42.91,411
WWD,WWD,WOODWARD INC,Industrials,Aerospace & Defense,United States,NASDAQ,,1.4598,45.2252,117.4,7048166526,117.96,79.26,141
LFUS,LFUS,LITTELFUSE INC,Information Technology,Electronic Equipment & Parts,United States,NASDAQ,,1.2628,20.5826,285.63,7092658476,288.56,192.19,85
ST,ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.3238,18.287,44.505,6804565272,54.34,36.64,311
GNTX,GNTX,GENTEX CORP,Consumer Discretionary,Automobiles & Auto Parts,United States,NASDAQ,,0.9219,20.6261,29.175,6818282107,30.405,23.277,338
CW,CW,CURTISS WRIGHT CORP,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.2602,22.1297,182.29,6989532709,182.68,125.91,257
AIZ,AIZ,ASSURANT INC,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.546,27.7975,124.38,6610991032,178.755,104.49,411
HOOD,HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Financial Technology (Fintech) & Infrastructure,United States,NASDAQ,,1.586,,9.92,8957324512,12.76,7.565,-909
INGR,INGR,INGREDION INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.7638,12.6412,104.905,6925421068,113.46,78.8109,-148
RRC,RRC,RANGE RESOURCES CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,2.1142,3.3583,29.24,7055211412,36.38,22.61,1408
G,G,GENPACT LTD,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,1.2087,19.0041,37.285,6866077491,48.85,35.75,389
ALK,ALK,ALASKA AIR GROUP INC,Industrials,Passenger Transportation Services,United States,New York Stock Exchange Inc.,,1.5471,114.4154,52.48,6707650000,53.9614,37.195,1019
WOLF,WOLF,WOLFSPEED INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,New York Stock Exchange Inc.,,1.5166,,54.77,6817457411,125.48,39.02,-799
ORI,ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.8044,12.5363,25.11,7351442145,26.72,20.275,0
VFC,VFC,VF CORP,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,1.4815,311.8672,19.02,7393389732,48.63,16.7739,536
GME,GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,-0.2903,0,25.025,7626401282,47.99,15.41,52
XPO,XPO,XPO INC,Industrials,Freight & Logistics Services,United States,New York Stock Exchange Inc.,,2.2225,26.915,59.35,6876112950,59.52,24.7544,303
MAT,MAT,MATTEL INC,Consumer Discretionary,Leisure Products,United States,NASDAQ,,1.1805,25.7307,18.97,6714560496,24.375,15.36,443
CFLT,CFLT,CONFLUENT INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,2.536,,34.145,10111427140,37.51,16.6,-172
TPX,TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,Household Goods,United States,New York Stock Exchange Inc.,,1.6968,16.9076,39.745,6838938048,44.28,20.5,72
CROX,CROX,CROCS INC,Consumer Discretionary,Textiles & Apparel,United States,NASDAQ,,1.9083,10.8402,108.26,6714878464,151.32,46.08,499
EHC,EHC,ENCOMPASS HEALTH CORP,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,1.0797,22.9185,66.94,6700760000,67.74,44.2931,-522
PII,PII,POLARIS INC,Consumer Discretionary,Leisure Products,United States,New York Stock Exchange Inc.,,1.6148,10.9022,119.225,6784685808,123.87,91.86,202
NYT,NYT,NEW YORK TIMES CLASS A,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,1.0057,34.6567,39.629,6525917463,42.4,27.585,114
WBS,WBS,WEBSTER FINANCIAL CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.2428,7.5865,38.12,6661279400,56.46,31.03,1307
OLED,OLED,UNIVERSAL DISPLAY CORP,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.3618,32.9719,141.515,6698489406,157.4999,89.41,84
EXP,EXP,EAGLE MATERIALS INC,Materials,Construction Materials,United States,New York Stock Exchange Inc.,,1.3153,14.6107,183.99,6534620118,184.07,101.98,432
JEF,JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.4191,17.1685,33.23,7689787529,40.68,25.5605,1581
AR,AR,ANTERO RESOURCES CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,3.4656,3.1565,22.715,6817573339,45.33,19.912,3037
PATH,PATH,UIPATH INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.695,0,16.635,9334933197,22.19,10.3961,-68
BWXT,BWXT,BWX TECHNOLOGIES INC,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,0.8357,26.7949,71.2,6511074104,71.57,49.135,254
CG,CG,CARLYLE GROUP INC,Financials,Metals & Mining,United States,NASDAQ,,1.0372,,7.69,1680056000,10.28,5.18,-420
BRX,BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.5512,16.8076,21.83,6560956290,24.49,17.62,566
SWN,SWN,SOUTHWESTERN ENERGY,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.3406,0.9859,5.8799,6475345713,8.39,4.57,3
STAG,STAG,STAG INDUSTRIAL REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.0081,35.7978,35.57,6310474000,37.145,26.56,388
GWRE,GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.2317,,75.685,6164157256,83.51,52.08,-60
VMI,VMI,VALMONT INDS INC,Industrials,Construction & Engineering,United States,New York Stock Exchange Inc.,,1.0919,24.4172,292.52,6280228000,353.36,213.27,233
NTNX,NTNX,NUTANIX INC CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,1.3126,,26.98,6360788612,33.7341,13.98,18
MSA,MSA,MSA SAFETY INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.9727,28.6211,172.8,6689215000,172.8,108.75,-43
FCN,FCN,FTI CONSULTING INC,Industrials,Professional & Commercial Services,United States,New York Stock Exchange Inc.,,0.2631,29.5724,185.18,6292384919,205.63,140.09,135
CIEN,CIEN,CIENA CORP,Information Technology,Communications & Networking,United States,New York Stock Exchange Inc.,,0.9774,30.8561,42.15,6301365990,56.38,38.33,-259
HXL,HXL,HEXCEL CORP,Industrials,Aerospace & Defense,United States,New York Stock Exchange Inc.,,1.2289,41.3121,74.19,6259585388,75.47,49.825,97
OLN,OLN,OLIN CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.4331,6.6616,51.345,6637624875,64.7,41.33,1685
PDCE,PDCE,PDC ENERGY INC,Energy,Oil & Gas,United States,NASDAQ,,2.4944,2.9747,70.26,6111279439,81.4068,51.1991,1703
NOV,NOV,NOV INC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,1.9118,18.874,15.925,6270070625,24.83,13.98,-393
IVZ,IVZ,INVESCO LTD,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.3712,12.0049,16.72,7660584007,20.56,13.2,696
CFR,CFR,CULLEN FROST BANKERS INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.0408,10.4045,107.78,6940881108,160.6,92.55,723
RBC,RBC,RBC BEARINGS INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.4318,43.7045,217.635,6316895049,264.94,178.13,179
VVV,VVV,VALVOLINE INC,Consumer Discretionary,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,1.3377,37.4528,36.575,6064460517,39.67,24.4,152
SCCO,SCCO,SOUTHERN COPPER CORP,Materials,Metals & Mining,Peru,New York Stock Exchange Inc.,,1.2489,20.4892,70.535,54530728409,82.05,42.42,2803
EXEL,EXEL,EXELIXIS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.6674,40.2262,19.125,6227801887,22.47,14.87,335
AA,AA,ALCOA CORP,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,2.4337,7.8345,33.56,5987154340,58.235,31.14,342
SEIC,SEIC,SEI INVESTMENTS,Financials,Investment Banking & Investment Services,United States,NASDAQ,,1.0176,20.4011,59.22,7894387242,64.69,46.3,492
SAIC,SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Software & IT Services,United States,New York Stock Exchange Inc.,,0.7158,18.8233,111.855,6004710846,117.94,87.93,482
WING,WING,WINGSTOP INC,Consumer Discretionary,Hotels & Entertainment Services,United States,NASDAQ,,1.588,100.1605,198.14,5938031901,223.77,72.105,84
DXC,DXC,DXC TECHNOLOGY,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.9569,8.1221,26.27,5535590757,31.99,22.1125,1148
DINO,DINO,HF SINCLAIR CORP,Energy,Oil & Gas,United States,New York Stock Exchange Inc.,,1.3892,3.0098,44.305,8520166065,66.19,37.115,3745
SF,SF,STIFEL FINANCIAL CORP,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.2509,11.1773,59.42,6306315904,68.77,49.31,-82
FHN,FHN,FIRST HORIZON CORP,Financials,Banking Services,United States,New York Stock Exchange Inc.,,0.9218,7.503,11.38,6133817724,24.92,8.99,2311
AGNC,AGNC,AGNC INVESTMENT REIT CORP,Financials,Residential & Commercial REIT,United States,NASDAQ,,1.2338,,10.125,6147748000,12.885,7.3,1013
IONS,IONS,IONIS PHARMACEUTICALS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,0.5154,660.1623,41.57,5948338597,48.82,32.69,-290
MUSA,MUSA,MURPHY USA INC,Consumer Discretionary,Oil & Gas,United States,New York Stock Exchange Inc.,,0.8047,11.0786,304.48,6632560915,323,226.09,45
BC,BC,BRUNSWICK CORP,Consumer Discretionary,Leisure Products,United States,New York Stock Exchange Inc.,,1.5384,9.9369,84.17,5951929202,93.15,63.42,198
FAF,FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.2783,28.6558,56.82,5864653572,64.66,43.54,520
ADC,ADC,AGREE REALTY REIT CORP,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.4674,36.1114,65.485,6056967000,80.44,63.34,362
SEE,SEE,SEALED AIR CORP,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,1.2469,13.9924,39.275,5670775860,62.14,37.34,69
NXST,NXST,NEXSTAR MEDIA GROUP INC,Communication,Media & Publishing,United States,NASDAQ,,1.4803,7.8553,169.055,6061745965,217.76,148,1229
COHR,COHR,COHERENT CORP,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,1.5444,112.4315,48.29,6730553962,60.46,26.2901,99
STWD,STWD,STARWOOD PROPERTY TRUST REIT INC,Financials,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.6293,10.0325,19.065,5972580000,24.435,16.06,214
WH,WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.3789,19.0063,67.915,5831451522,81,58.815,360
SON,SON,SONOCO PRODUCTS,Materials,Containers & Packaging,United States,New York Stock Exchange Inc.,,0.6937,11.4718,58.485,5728938529,65.965,53.78,190
NVST,NVST,ENVISTA HOLDINGS CORP,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.4278,28.1331,33.73,5521668459,43.29,31.2,107
UGI,UGI,UGI CORP,Utilities,Natural Gas Utilities,United States,New York Stock Exchange Inc.,,1.0859,37.1077,26.943,5639932386,43.75,26.44,0
APP,APP,APPLOVIN CORP CLASS A,Information Technology,Software & IT Services,United States,NASDAQ,,2.017,,25.34,8816003924,40.555,9.14,406
TKR,TKR,TIMKEN,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.5726,15.981,91.13,6597375487,91.13,50.85,285
CMA,CMA,COMERICA INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.2027,4.4365,42.63,5613087837,87.02,28.4,638
UNVR,UNVR,UNIVAR SOLUTIONS INC,Industrials,Chemicals,United States,New York Stock Exchange Inc.,,1.6826,13.2483,35.815,5649655082,35.86,21.49,393
PLNT,PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.3095,53.0421,67.58,6027613606,85.905,54.15,140
SRC,SRC,SPIRIT REALTY CAPITAL REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.2833,16.9467,39.08,5554370000,44.93,34.31,398
X,X,US STEEL CORP,Materials,Metals & Mining,United States,New York Stock Exchange Inc.,,2.1542,3.6569,24.78,5611557378,31.55,16.41,1736
FIVN,FIVN,FIVE9 INC,Information Technology,Software & IT Services,United States,NASDAQ,,0.7373,141.6462,79.915,5688067600,120.385,46.61,33
OSK,OSK,OSHKOSH CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.3925,20.6567,83.85,5476545360,106.66,69.3005,332
MPW,MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.0032,18.2475,9.24,5528292000,17.36,7.1,739
EEFT,EEFT,EURONET WORLDWIDE INC,Financials,Professional & Commercial Services,United States,NASDAQ,,1.3283,25.0321,115.8872,5751106261,121.55,71.6,748
RLI,RLI,RLI CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,0.4306,9.6166,136.19,6204094593,149.646,95.5995,-141
CBSH,CBSH,COMMERCE BANCSHARES INC,Financials,Banking Services,United States,NASDAQ,,0.7392,12.1737,47.43,5915365254,72.6,45.5502,559
AIRC,AIRC,APARTMENT INCOME REIT CORP,Real Estate,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,0.782,10.5307,35.795,5340603261,46.38,32.51,228
MEDP,MEDP,MEDPACE HOLDINGS INC,Health Care,Biotechnology & Medical Research,United States,NASDAQ,,1.4203,29.0211,236.775,7221417299,241.475,141.3,351
THO,THO,THOR INDUSTRIES INC,Consumer Discretionary,Leisure Products,United States,New York Stock Exchange Inc.,,1.8058,9.8157,102.815,5480879498,105.36,67.09,748
TDC,TDC,TERADATA CORP,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9353,147.6756,52.74,5332014000,52.86,28.65,405
MHK,MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Household Goods,United States,New York Stock Exchange Inc.,,1.2972,331.6088,103.545,6593703146,137.41,87.015,88
DVA,DVA,DAVITA INC,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,0.9314,18.5159,98.7,8952090000,103,65.28,961
PVH,PVH,PVH CORP,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,2.0812,26.2087,84.06,5271983454,94.51,43.49,-251
TXG,TXG,10X GENOMICS INC CLASS A,Health Care,Healthcare Equipment & Supplies,United States,NASDAQ,,1.7528,,57.555,6687436315,59.5613,23.81,-165
CC,CC,CHEMOURS,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.9302,11.437,35.6,5309950040,38.36,23.58,447
AMG,AMG,AFFILIATED MANAGERS GROUP INC,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.3386,6.2594,148.33,5354993343,180.63,108.12,-11
OGN,OGN,ORGANON,Health Care,Pharmaceuticals,United States,New York Stock Exchange Inc.,,0.824,6.991,20.845,5316763221,35.05,18.87,662
AYI,AYI,ACUITY BRANDS INC,Industrials,Homebuilding & Construction Supplies,United States,New York Stock Exchange Inc.,,1.5709,14.0936,158.93,5053710176,202.9,149.3,260
ALSN,ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.0082,9.1529,56.23,5120035582,56.5575,32.63,657
H,H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.3584,20.8291,111.715,11809325621,125.07,71.665,674
BFAM,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,1.2059,75.2184,90.88,5253882764,95.53,54.19,128
IDA,IDA,IDACORP INC,Utilities,Electrical Utilities & IPPs,United States,New York Stock Exchange Inc.,,0.6096,19.279,102.47,5185761796,115.92,93.53,-81
RL,RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Textiles & Apparel,United States,New York Stock Exchange Inc.,,1.408,15.9824,122.93,7966542000,128.94,82.2311,194
DLB,DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9928,33.4322,82.695,7897878593,88.055,61.55,259
RH,RH,RH,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,2.127,21.5301,321.835,7097173005,351.5299,207.371,404
OMF,OMF,ONEMAIN HOLDINGS INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,1.707,7.0287,43.48,5243131456,46.99,28.77,2387
SMAR,SMAR,SMARTSHEET INC CLASS A,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,0.9778,0,38.23,5107845309,52.8125,25.09,10
BYD,BYD,BOYD GAMING CORP,Consumer Discretionary,Hotels & Entertainment Services,United States,New York Stock Exchange Inc.,,1.776,10.7441,69.15,6891150000,71.69,46.1,707
AN,AN,AUTONATION INC,Consumer Discretionary,Specialty Retailers,United States,New York Stock Exchange Inc.,,1.1346,6.6689,164.05,7482058020,166.27,94.92,1339
PLUG,PLUG,PLUG POWER INC,Industrials,Renewable Energy,United States,NASDAQ,,1.7572,,9.92,5957324064,31.56,7.39,-1265
IAC,IAC,IAC INC,Communication,Software & IT Services,United States,NASDAQ,,1.679,,64.15,5507595684,81.66,41.52,-223
W,W,WAYFAIR INC CLASS A,Consumer Discretionary,Diversified Retail,United States,New York Stock Exchange Inc.,,3.1056,0,63.93,7178789202,76.35,28.11,-860
NTRA,NTRA,NATERA INC,Health Care,Healthcare Providers & Services,United States,NASDAQ,,1.2357,,49.445,5651647556,59.75,34.002,-479
OWL,OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,1.565,447.7086,11.435,16090508680,14.04,8.055,663
GFS,GFS,GLOBALFOUNDRIES INC,Information Technology,Semiconductors & Semiconductor Equipment,United States,NASDAQ,,1.885,23.2029,62.58,34530392400,72.5,36.81,-435
PB,PB,PROSPERITY BANCSHARES INC,Financials,Banking Services,United States,New York Stock Exchange Inc.,,0.9643,9.7923,57.14,5387146629,78.76,55.12,507
ESTC,ESTC,ELASTIC NV,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.0133,,64.16,6248599502,91.3,46.18,-2
VNT,VNT,VONTIER CORP,Information Technology,Electronic Equipment & Parts,United States,New York Stock Exchange Inc.,,0.984,21.1596,31.72,4936221992,31.96,16.55,261
LSXMK,LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,Media & Publishing,United States,NASDAQ,,1.1213,60.9763,31.98,29859450000,45.2,25.02,1811
HRB,HRB,H&R BLOCK INC,Consumer Discretionary,Personal & Household Products & Services,United States,New York Stock Exchange Inc.,,0.6888,10.4646,31.855,4851013191,48.76,28.83,747
HLI,HLI,HOULIHAN LOKEY INC CLASS A,Financials,Investment Banking & Investment Services,United States,New York Stock Exchange Inc.,,0.7865,25.8058,98.24,6686417756,102.36,74.18,86
PCOR,PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Software & IT Services,United States,New York Stock Exchange Inc.,,1.66,0,65.115,9148494712,68.68,41.8,-37
HUN,HUN,HUNTSMAN CORP,Materials,Chemicals,United States,New York Stock Exchange Inc.,,1.1555,19.0408,27.075,4905543262,33.46,23.525,642
LCID,LCID,LUCID GROUP INC,Consumer Discretionary,Automobiles & Auto Parts,United States,NASDAQ,,1.587,0,6.845,13743343085,21.78,5.46,-3301
LPX,LPX,LOUISIANA PACIFIC CORP,Materials,Paper & Forest Products,United States,New York Stock Exchange Inc.,,1.6756,11.9531,73.8,5316799230,74.325,48.2,730
MORN,MORN,MORNINGSTAR INC,Financials,Professional & Commercial Services,United States,NASDAQ,,1.1523,485.7533,192.98,8211488120,261.16,163.2802,168
CAR,CAR,AVIS BUDGET GROUP INC,Industrials,Software & IT Services,United States,NASDAQ,,1.3032,15.53,23.58,8766590000,24.92,17.574,4461
GMED,GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Healthcare Equipment & Supplies,United States,New York Stock Exchange Inc.,,1.0603,29.5939,58.88,5868515000,80.04,50.92,104
DTM,DTM,DT MIDSTREAM INC,Energy,Oil & Gas Related Equipment and Services,United States,New York Stock Exchange Inc.,,0.58,12.7088,49.22,4768936628,61.12,45.105,725
WWE,WWE,WORLD WRESTLING ENTERTAINMENT INC,Communication,Media & Publishing,United States,New York Stock Exchange Inc.,,1.1683,56.9103,107.81,8031997012,110.235,60.01,126
FLS,FLS,FLOWSERVE CORP,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,1.6436,20.7075,36.79,4776452000,38.86,23.89,-116
POST,POST,POST HOLDINGS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.6974,13.5433,85.965,5479419415,98.84,80.39,127
MSM,MSM,MSC INDUSTRIAL INC CLASS A,Industrials,"Machinery, Equipment & Components",United States,New York Stock Exchange Inc.,,0.9975,14.7822,92.97,5211163737,98.37,71.325,185
HOG,HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Automobiles & Auto Parts,United States,New York Stock Exchange Inc.,,1.3921,6.161,34.96,5025860088,51.77,30.62,397
RITM,RITM,RITHM CAPITAL CORP,Financials,Residential & Commercial REIT,United States,New York Stock Exchange Inc.,,1.7963,16.7481,9.53,4603159634,11.04,6.8622,6874
AGL,AGL,AGILON HEALTH,Health Care,Healthcare Providers & Services,United States,New York Stock Exchange Inc.,,1.033,0,17.1,7093644300,29.44,15,-146
PRGO,PRGO,PERRIGO PLC,Health Care,Pharmaceuticals,United States,New York Stock Exchange Inc.,,0.8148,0,33.38,4496878000,43.9,30.78,211
FLO,FLO,FLOWERS FOODS INC,Consumer Staples,Food & Tobacco,United States,New York Stock Exchange Inc.,,0.4029,24.4794,24.815,5256970897,30.16,24.06,192
NFG,NFG,NATIONAL FUEL GAS,Utilities,Metals & Mining,United States,New York Stock Exchange Inc.,,1.297,,6.22,1098001672,7.6,4.03,1
MTG,MTG,MGIC INVESTMENT CORP,Financials,Insurance,United States,New York Stock Exchange Inc.,,1.3283,5.5917,15.665,4489867837,16.07,12.13,647
